DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID,Version
2013-03-04T15:42:14.900+00:00,31.870,-114.953,10.0,3.0,Ml,,148,0.8,0.17,ci,ci15293633,1362414841492
2013-03-04T14:16:33.173+00:00,12.288,-88.188,62.9,4.5,mb,55,187,2.0,0.91,us,us2013miah,1362411398204
2013-03-04T11:56:04.300+00:00,38.796,-122.786,,2.9,Md,,22,0.0,0.06,nc,nc71948135,1362399909847
2013-03-04T11:50:17.700+00:00,18.794,-68.872,107.0,3.4,Md,6,184,0.5,0.41,pr,pr13063001,1362407176537
2013-03-04T10:22:54.640+00:00,34.180,-96.662,4.9,3.5,mb_Lg,51,40,1.8,1.06,us,usc000ffsp,1362414597491
2013-03-04T10:14:28.000+00:00,59.079,-154.041,189.8,3.1,Ml,24,263,1.0,1.09,ak,ak10666700,1362392833857
2013-03-04T09:28:24.200+00:00,19.858,-68.918,82.0,3.6,Md,7,342,2.2,0.25,pr,pr13063000,1362390505794
2013-03-04T08:42:22.800+00:00,22.920,121.416,19.0,4.3,Mb,25,122,0.3,1.56,us,usc000ffs5,1362399449586
2013-03-04T05:48:00.000+00:00,59.954,-153.169,116.6,3.2,Ml,52,144,0.0,0.88,ak,ak10666640,1362376962486
2013-03-04T05:35:00.290+00:00,36.603,70.783,193.3,4.3,mb,48,100,2.4,1.13,us,usc000ffrh,1362383447377
2013-03-04T01:32:54.000+00:00,61.688,-150.356,11.7,3.3,Ml,61,47,0.3,1.02,ak,ak10666601,1362361162477
2013-03-03T23:12:35.000+00:00,52.171,-170.991,24.9,3.9,Ml,19,209,1.5,1.49,ak,ak10666569,1362379100432
2013-03-03T22:51:17.400+00:00,18.629,-65.001,37.0,2.6,Md,8,191,0.3,0.07,pr,pr13062008,1362355720069
2013-03-03T22:49:52.000+00:00,58.578,-153.574,76.5,3.0,Ml,35,112,0.3,0.64,ak,ak10666559,1362351446020
2013-03-03T22:24:12.580+00:00,2.647,95.686,15.8,4.9,mb,39,156,2.9,1.22,us,usc000ffkr,1362351288506
2013-03-03T21:00:51.000+00:00,60.758,-151.887,83.0,3.7,Ml,67,40,0.3,0.61,ak,ak10666521,1362345945499
2013-03-03T18:48:45.800+00:00,40.314,-124.573,20.2,2.9,Md,,256,0.2,0.10,nc,nc71947735,1362369721787
2013-03-03T17:47:38.000+00:00,62.120,-153.468,12.5,2.6,Ml,21,79,0.9,1.19,ak,ak10666461,1362333082744
2013-03-03T17:46:48.200+00:00,40.336,-124.812,0.8,4.2,Mw,,241,0.4,0.26,nc,nc71947725,1362372016582
2013-03-03T16:34:57.500+00:00,33.591,-115.963,6.7,3.0,Ml,,43,0.0,0.14,ci,ci15293241,1362413583986
2013-03-03T16:31:30.000+00:00,59.585,-152.898,98.7,2.9,Ml,26,284,1.0,0.68,ak,ak10666417,1362328733938
2013-03-03T16:18:44.800+00:00,18.638,-64.738,74.0,3.1,Md,9,184,0.2,0.46,pr,pr13062005,1362333944792
2013-03-03T16:15:55.889+00:00,16.657,-91.193,10.0,4.4,mb,23,123,1.0,1.25,us,us2013mhaq,1362331876896
2013-03-03T16:02:41.500+00:00,19.323,-66.083,57.0,2.8,Md,8,292,0.9,0.20,pr,pr13062007,1362342401334
2013-03-03T11:53:14.270+00:00,50.173,87.378,14.9,4.5,mb,19,202,4.1,1.08,us,usc000ffg0,1362313432069
2013-03-03T11:35:15.800+00:00,36.119,-89.736,6.4,2.6,Md,33,40,0.0,0.06,nm,nm030313a,1362340154421
2013-03-03T11:22:25.110+00:00,35.604,34.665,11.4,4.1,mb,29,164,1.3,1.12,us,usc000ffft,1362311891510
2013-03-03T11:14:42.590+00:00,35.816,140.749,42.7,4.2,mb,31,120,2.2,0.99,us,usc000fffs,1362311135221
2013-03-03T09:27:09.400+00:00,19.053,-64.959,24.0,2.7,Md,4,313,0.7,0.05,pr,pr13062004,1362325619390
2013-03-03T08:49:06.000+00:00,-23.661,-179.966,525.6,4.6,Mb,102,115,6.2,0.60,us,usc000fffl,1362313039320
2013-03-03T08:43:43.350+00:00,-2.801,138.767,50.3,4.6,mb,42,114,6.5,0.74,us,usc000fffj,1362301681360
2013-03-03T07:34:08.200+00:00,19.732,-64.781,65.0,3.2,Md,9,288,1.1,0.14,pr,pr13062001,1362299894302
2013-03-03T06:48:48.300+00:00,19.532,-67.867,36.0,2.9,Md,5,256,1.3,0.20,pr,pr13062002,1362298922550
2013-03-03T05:41:20.900+00:00,25.919,99.725,8.0,5.2,Mw,159,29,6.0,0.88,us,usc000fff5,1362350873906
2013-03-03T04:44:08.900+00:00,0.776,126.020,22.4,4.5,mb,24,64,1.4,0.34,us,usc000fff2,1362287745330
2013-03-03T03:29:46.950+00:00,67.699,142.239,14.0,4.7,mb,147,75,9.0,0.75,us,usc000ffel,1362283442319
2013-03-03T03:29:23.900+00:00,19.638,-64.136,107.0,3.6,Md,9,313,0.9,0.28,pr,pr13062000,1362284661891
2013-03-03T03:25:21.910+00:00,-7.190,145.896,193.5,5.7,Mwb,145,16,5.3,0.75,us,usc000ffei,1362287326712
2013-03-03T03:12:26.700+00:00,38.714,71.537,9.5,5.1,mb,136,65,1.0,0.86,us,usc000ffef,1362281927187
2013-03-03T03:05:21.000+00:00,59.538,-154.646,162.1,2.5,Ml,15,302,1.3,1.11,ak,ak10666225,1362284513084
2013-03-03T02:41:31.000+00:00,60.611,-151.774,84.4,2.8,Ml,46,97,0.3,0.72,ak,ak10666208,1362279150400
2013-03-03T02:37:20.160+00:00,36.462,71.118,242.9,4.5,mb,62,83,2.6,0.58,us,usc000ffe5,1362280882068
2013-03-03T02:27:12.830+00:00,-10.213,161.289,103.1,4.8,mb,81,95,1.5,0.40,us,usc000ffe4,1362279825205
2013-03-03T02:17:45.000+00:00,63.439,-151.229,0.2,2.7,Ml,30,79,0.4,1.15,ak,ak10666189,1362277944876
2013-03-02T23:42:21.620+00:00,-11.651,117.288,35.4,4.7,mb,25,98,4.4,1.31,us,usc000ffd9,1362269093509
2013-03-02T23:26:00.000+00:00,19.173,-155.619,8.2,2.5,Ml,,166,0.1,0.18,hv,hv60474306,1362267124856
2013-03-02T21:54:23.000+00:00,60.435,-140.749,26.1,2.8,Ml,5,212,0.6,1.06,ak,ak10666114,1362261428734
2013-03-02T21:47:19.800+00:00,-3.529,145.192,9.9,5.3,mb,119,54,2.6,0.82,us,usc000ffca,1362276833000
2013-03-02T19:29:22.250+00:00,32.892,50.499,62.4,4.5,mb,36,313,8.0,1.49,us,usc000ffad,1362256301558
2013-03-02T19:24:32.040+00:00,31.746,50.856,48.3,4.6,mb,78,90,8.6,0.78,us,usc000ffa9,1362254322739
2013-03-02T17:51:52.800+00:00,19.092,-65.041,52.0,2.6,Md,4,270,0.7,0.03,pr,pr13061006,1362257332942
2013-03-02T17:32:49.940+00:00,-60.567,-26.852,97.1,5.1,mb,41,91,8.2,1.29,us,usc000ff9d,1362247434330
2013-03-02T15:43:23.070+00:00,-11.391,165.018,39.7,4.9,mb,55,44,5.4,0.52,us,usc000ff8m,1362241098441
2013-03-02T15:38:14.300+00:00,19.394,-66.704,32.0,3.3,Md,11,270,0.9,0.25,pr,pr13061004,1362240389990
2013-03-02T15:29:41.630+00:00,33.799,-87.367,3.9,2.7,mb_Lg,25,76,0.7,1.24,us,usc000ff8h,1362289447278
2013-03-02T14:38:19.100+00:00,19.372,-68.817,155.0,4.0,Md,8,335,1.8,0.25,pr,pr13061005,1362247720763
2013-03-02T13:02:30.400+00:00,18.297,-68.906,15.0,2.9,Md,3,353,1.8,0.18,pr,pr13061003,1362232005664
2013-03-02T12:56:34.280+00:00,-19.864,-66.702,237.3,4.6,mb,177,33,2.8,1.05,us,usc000ff7t,1362230511766
2013-03-02T12:49:56.740+00:00,13.673,144.886,127.3,4.6,mb,16,158,0.1,0.41,us,usc000ff7s,1362357213442
2013-03-02T11:42:03.430+00:00,-22.882,-70.369,37.5,4.8,mb,205,125,0.6,1.21,us,usc000ff7k,1362247919000
2013-03-02T11:39:04.430+00:00,-24.214,-67.017,166.7,4.2,mb,44,55,2.4,0.83,us,usc000ff7j,1362226857778
2013-03-02T11:00:25.000+00:00,67.575,-166.725,12.1,4.2,Ml,33,144,1.5,2.66,ak,ak10665996,1362223856388
2013-03-02T10:36:11.000+00:00,67.575,-166.718,6.9,3.6,Ml,18,133,1.5,2.61,ak,ak10665993,1362224040950
2013-03-02T10:23:54.000+00:00,19.239,-68.280,51.0,3.2,Md,14,328,1.3,0.15,pr,pr13061002,1362222468424
2013-03-02T09:48:07.900+00:00,19.064,-68.679,147.0,3.9,Md,15,331,1.6,0.36,pr,pr13061001,1362226558091
2013-03-02T08:17:40.460+00:00,19.521,-70.065,41.3,4.3,mb,82,111,1.2,0.76,us,usc000ff6y,1362253897867
